   MB       Rsize        avg              max                  min
  10.0  8.388608E7  574.6627912091731  747.2774541522285  315.8211096302893
  10.0  8.388608E7  577.4544243435886  746.7055419218752  336.00654383425746
  10.0  8.388608E7  575.1047142929632  751.9840361024861  298.2698555595565
  10.0  8.388608E7  576.5009203307588  743.5373437395973  344.3993615154691
  10.0  8.388608E7  576.9518235698707  751.6772999768384  305.3007272991951
  10.0  8.388608E7  571.8373044387973  747.1552349956698  302.6278290925464
  10.0  8.388608E7  582.2004818008348  756.9416693837019  316.9320072144315
  10.0  8.388608E7  588.6306165525986  758.313386813525  341.8916175105096
  10.0  8.388608E7  576.886165461651  748.8736301905752  323.61208512369035
  10.0  8.388608E7  576.0212222781819  754.0123403766064  301.4352188248724
  10.0  8.388608E7  576.7491048433209  746.7702849067269  329.7349888722218
  10.0  8.388608E7  584.6422626505417  751.5752686710713  352.7748813799851
  10.0  8.388608E7  575.7392177272707  745.2377480254381  331.27683098462137
  10.0  8.388608E7  573.4326551918085  745.4442565626277  315.6664379683962
  10.0  8.388608E7  590.1835712092951  760.046244243286  340.34550254193056
  10.0  8.388608E7  582.8224404241591  751.960395090398  337.67358939535296
  10.0  8.388608E7  578.5168926720453  753.1651522399553  310.49950955451624
  10.0  8.388608E7  578.4262346679454  748.1021269167103  329.0601289837539
  10.0  8.388608E7  576.8965228300226  753.6709442056372  304.5953726429241
  10.0  8.388608E7  575.7595930229613  744.8101588312433  330.0544968140554
  10.0  8.388608E7  581.0955617232116  750.7361212566803  333.30815369805657
  10.0  8.388608E7  582.4408244257966  753.7407542689883  331.7814428934411
  10.0  8.388608E7  579.0500649507687  744.9852420039228  351.9871861445892
  10.0  8.388608E7  582.1607962470364  752.4433475577706  334.1730891449262
  10.0  8.388608E7  587.1666622395819  758.4732516987052  332.5924034766691
  10.0  8.388608E7  587.6521575493432  754.56851108576  352.9307061271279
  10.0  8.388608E7  575.7134433880246  747.8963499369567  317.2576191540957
  10.0  8.388608E7  581.7207420511415  759.0776698103264  306.8341792811125
  10.0  8.388608E7  580.019727468673  745.0233191680356  360.0972865515586
  10.0  8.388608E7  579.8833644288421  747.7920814539344  340.51284027545336
  10.0  8.388608E7  581.0738057546843  754.1624992829853  319.75988555396856
  10.0  8.388608E7  577.1159922655996  746.7351238651542  331.66688455096806
  10.0  8.388608E7  578.6195204341876  754.4379136216261  310.2635417682919
  10.0  8.388608E7  581.038227613051  752.4377478686833  325.48471666070685
  10.0  8.388608E7  574.7977590015349  740.38825532385  350.55415660074254
